THERAPY_TYPE,NAME,COMPOUND__C,CATEGORIES,HCP_ACC,INDICATIONS,CALL_ID,THERAPY_K_TOPIC,THERAPY_TYPE_KEY_ASPECTS,INTERACTION_NUMBER,INTERACTION_STAT,INTERACTION_TYPE,MSL_ID,MSL_NAME,CREATED_DATE,HCP_NUMBER,TL,NPI_NO__PC
Therapy 1,Therapy-921010,Compound 2,Category1,0029y00000g1SZuAAM,Indication 1,v78TR98995YRuR5IYJ,Topic 1,Aspect 3,AL731935,Submitted,Face to Face,1293Q881236VMrzDIG,26,"Thursday, October 26, 2023",Bunni Bonifacio,Others,302983303
Therapy 1,Therapy-921040,Compound 2,Category1,0029y00001CSWi1AAH,Indication 1,v78TR98995YRuEEIYE,Topic 1,Aspect 3,AL732609,Submitted,VC,1293Q881236LqRjDIK,14,"Thursday, October 26, 2023",Milka Penni,TL,277835408
Therapy 1,Therapy-921042,Compound 2,Category1,0029y00001CSWkcAAH,Indication 1,v78TR98995YRuRdIYJ,Topic 1,Aspect 1,AL732609,Submitted,VC,1293Q881236LqLDIA0,10,"Thursday, October 26, 2023",Dedie McIlwraith,TL,302502782
Therapy 1,Therapy-921043,Compound 2,Category1,0029y00000g1G75AAE,Indication 1,v78TR98995YRudXIYR,Topic 1,Aspect 1,AL732609,Submitted,VC,1293Q881236LqikDIC,16,"Thursday, October 26, 2023",Corilla Rymell,TL,269872461
Therapy 1,Therapy-921044,Compound 2,Category1,0029y00001PQR0eAAH,Indication 1,v78TR98995YRuMRIYJ,Topic 1,Aspect 3,AL732609,Submitted,VC,1293Q8812373uiFDIQ,25,"Thursday, October 26, 2023",Carlynn Tille,TL,300812904
Therapy 1,Therapy-921046,Compound 2,Category1,0029y00000g1SetAAE,Indication 1,v78TR98995YRuRKIYR,Topic 1,Aspect 3,AL239932,Submitted,Face to Face,1293Q88123708K2DII,2,"Thursday, October 26, 2023",Chet Jessup,TL,254643032
Therapy 1,Therapy-921173,Compound 2,Category1,0029y00000g1ZjSAAU,Indication 1,v78TR98995YRuVYIYJ,Topic 1,Aspect 1,AL732891,Submitted,Telephone,1293Q881236LqelDIC,11,"Friday, November 3, 2023",Marsha Bevans,TL,303335957
Therapy 1,Therapy-921329,Compound 2,Category1,0029y00001CSWoIAAX,Indication 1,v78TR98995YRuREIYR,Topic 1,Aspect 3,AL733210,Submitted,Telephone,1293Q881236VMrzDIG,7,"Friday, November 10, 2023",Gardiner Yancey,Others,261826566
Therapy 1,Therapy-921337,Compound 2,Category1,0029y00001CSX2QAAX,Indication 2,v78TR98995YRuN6IYJ,Topic 1,Aspect 1,AL732972,Submitted,Telephone,1293Q881236LqRJDI0,14,"Friday, November 10, 2023",Kippie Kingham,TL,241932593
Therapy 1,Therapy-921335,Compound 2,Category1,0029y00001h8Q3zAAE,Indication 1,v78TR98995YRuVkIYJ,Topic 1,Aspect 2,AL733262,Submitted,Face to Face,1293Q881236LqRJDI0,7,"Friday, November 10, 2023",Nessi Goodyear,Others,299206340
Therapy 1,Therapy-921341,Compound 2,Category1,0029y00000g1G9VAAU,Indication 1,v78TR98995YRuRUIYR,Topic 1,Aspect 3,AL733289,Submitted,Face to Face,1293Q881236LqLDIA0,6,"Saturday, November 11, 2023",Elijah Helbeck,TL,290013585
Therapy 1,Therapy-921344,Compound 2,Category1,0029y00001CSWuMAAX,Indication 1,v78TR98995YRueEIYR,Topic 1,Aspect 1,AL733031,Submitted,Telephone,1293Q881236UtQ9DIK,10,"Saturday, November 11, 2023",Willa Lanfranchi,Others,303374137
Therapy 1,Therapy-921348,Compound 2,Category1,0029y00000g1PlfAAE,Indication 1,v78TR98995YRugEIYE,Topic 1,Aspect 3,AL733292,Submitted,Face to Face,1293Q88123708K2DII,19,"Sunday, November 12, 2023",Inger Allwood,TL,292142634
Therapy 1,Therapy-921354,Compound 2,Category1,0029y00000g1G75AAE,Indication 1,v78TR98995YRug7IYE,Topic 1,Aspect 1,AL733294,Submitted,Face to Face,1293Q881236UtQ9DIK,27,"Sunday, November 12, 2023",Jareb De Cristoforo,TL,283899071
Therapy 1,Therapy-921356,Compound 2,Category1,0029y00000g1NZUAA2,Indication 1,v78TR98995YRuiiIYE,Topic 1,Aspect 3,AL733295,Submitted,Face to Face,1293Q881236UtQ9DIK,26,"Sunday, November 12, 2023",Alex Chattington,TL,240342111
Therapy 1,Therapy-921358,Compound 2,Category1,0029y00001wpsy8AAA,Indication 1,v78TR98995YRul0IYE,Topic 1,Aspect 1,AL733295,Submitted,Face to Face,1293Q881236LqRTDI0,9,"Sunday, November 12, 2023",Prent Truett,Others,232339681
Therapy 1,Therapy-921359,Compound 2,Category1,0029y00001wpsy8AAA,Indication 1,v78TR98995YRufsIYE,Topic 1,Aspect 1,AL733295,Submitted,Face to Face,1293Q8812373uiPDIQ,19,"Sunday, November 12, 2023",Sal Grieg,Others,253515644
Therapy 1,Therapy-921363,Compound 2,Category1,0029y000011OyrmAAC,Indication 1,v78TR98995YRug2IYE,Topic 1,Aspect 3,AL733350,Submitted,Face to Face,1293Q8812373uiFDIQ,9,"Monday, November 13, 2023",Portia Kuhle,TL,253819264
Therapy 1,Therapy-921364,Compound 2,Category1,0029y00000g1YowAAE,Indication 1,v78TR98995YRulRIYR,Topic 1,Aspect 3,AL733350,Submitted,Face to Face,1293Q881236UtQ9DIK,1,"Monday, November 13, 2023",Hollyanne Furby,TL,247752478
Therapy 1,Therapy-921366,Compound 2,Category1,0029y000011OyrmAAC,Indication 1,v78TR98995YRuRUIYR,Topic 1,Aspect 3,AL733350,Submitted,Face to Face,1293Q88123708K2DII,28,"Monday, November 13, 2023",Yale Grevatt,TL,273980238
Therapy 1,Therapy-921368,Compound 2,Category1,0029y000011OyrmAAC,Indication 1,v78TR98995YRukUIYR,Topic 1,Aspect 3,AL733350,Submitted,Face to Face,1293Q8812373uiPDIQ,1,"Monday, November 13, 2023",Modesty Swannick,TL,256891452
Therapy 1,Therapy-921369,Compound 2,Category1,0029y00000g1YowAAE,Indication 1,v78TR98995YRutEIYE,Topic 1,Aspect 3,AL733350,Submitted,Face to Face,1293Q881236LqelDIC,29,"Monday, November 13, 2023",Cheston Clineck,TL,293969792
Therapy 1,Therapy-921401,Compound 2,Category1,0029y00002H447iAAB,Indication 1,v78TR98995YRusDIYR,Topic 1,Aspect 1,AL733550,Submitted,Telephone,1293Q881236UtQ9DIK,22,"Wednesday, November 15, 2023",Reed Tomsu,Others,308442717
Therapy 1,Therapy-921429,Compound 2,Category1,0029y00001PQttzAAD,Indication 1,v78TR98995YRuleIYE,Topic 1,Aspect 1,AL732791,Submitted,Telephone,1293Q8812373uiFDIQ,25,"Friday, November 17, 2023",Chico McIlheran,Others,234446052
Therapy 1,Therapy-921439,Compound 2,Category1,0029y00000m5eURAAY,Indication 1,v78TR98995YRuvEIYE,Topic 1,Aspect 1,AL733614,Submitted,Telephone,1293Q881236LqelDIC,29,"Friday, November 17, 2023",Audrey Dunphy,TL,278223587
Therapy 1,Therapy-921456,Compound 2,Category1,0029y00001CSWi1AAH,Indication 1,v78TR98995YRux2IYE,Topic 1,Aspect 3,AL733250,Submitted,VC,1293Q881236LqikDIC,3,"Friday, November 17, 2023",Cliff Tampion,TL,306002225
Therapy 1,Therapy-921457,Compound 2,Category1,0029y00001CSWkcAAH,Indication 1,v78TR98995YRuuwIYE,Topic 1,Aspect 1,AL733250,Submitted,VC,1293Q881236LqRjDIK,12,"Friday, November 17, 2023",Winston Farry,TL,286405129
Therapy 1,Therapy-921453,Compound 2,Category1,0029y00001PQtieAAD,Indication 1,v78TR98995YRuRRIYE,Topic 1,Aspect 1,AL733631,Submitted,Telephone,1293Q881236LqRjDIK,21,"Friday, November 17, 2023",Orv Josupeit,TL,275192516
Therapy 1,Therapy-921459,Compound 2,Category1,0029y00000g1G75AAE,Indication 1,v78TR98995YRuoRIYE,Topic 1,Aspect 1,AL733250,Submitted,VC,1293Q88123708K2DII,27,"Friday, November 17, 2023",Gabriel Greatex,TL,234863860
Therapy 1,Therapy-921460,Compound 2,Category1,0029y00000YRVNFAA5,Indication 1,v78TR98995YRuEvIYE,Topic 1,Aspect 1,AL733250,Submitted,VC,1293Q88123708K2DII,16,"Friday, November 17, 2023",Hayward Burgum,,299049015
Therapy 1,Therapy-921505,Compound 2,Category1,0029y00002H3TdJAAV,Indication 1,v78TR98995YRuyeIYE,Topic 1,Aspect 1,AL733732,Submitted,VC,1293Q881236LqRJDI0,19,"Wednesday, November 22, 2023",Karla Mattheis,Others,239561286
Therapy 1,Therapy-921249,Compound 2,Category1,0029y00000g1YngAAE,Indication 1,v78TR98995YRv0YIYE,Topic 1,Aspect 3,AL733062,Submitted,Face to Face,1293Q88123708K2DII,4,"Thursday, November 9, 2023",Hermione Heersma,TL,271255166
Therapy 1,Therapy-921251,Compound 2,Category1,0029y00000g1YngAAE,Indication 1,v78TR98995YRv1EIYR,Topic 1,Aspect 1,AL733062,Submitted,Face to Face,1293Q88123708K2DII,5,"Thursday, November 9, 2023",Ora Tocknell,TL,247152676
Therapy 1,Therapy-921538,Compound 2,Category1,0029y00000g1LTPAA2,Indication 1,v78TR98995YRv4IIYR,Topic 1,Aspect 3,AL733777,Submitted,VC,1293Q88123708K2DII,18,"Tuesday, November 28, 2023",Mitchell Blindt,Others,295195945
Therapy 1,Therapy-921547,Compound 2,Category1,0029y00000g1KD2AAM,Indication 1,v78TR98995YRv2vIYE,Topic 1,Aspect 3,AL733781,Submitted,Face to Face,1293Q881236LqLDIA0,21,"Tuesday, November 28, 2023",Margret Bottell,Others,232178208
Therapy 1,Therapy-921307,Compound 2,Category1,0029y00000g1VegAAE,Indication 1,v78TR98995YRv85IYE,Topic 1,Aspect 1,AL733224,Submitted,Digital,1293Q881236UtQ9DIK,16,"Friday, November 10, 2023",Ronny Joseph,TL,280747879
Therapy 1,Therapy-921564,Compound 1,Category1,0029y00000g1KD2AAM,Indication 2,v78TR98995YRuh1IYE,Topic 1,Aspect 3,AL733781,Submitted,Face to Face,1293Q881236LqRYDI0,10,"Wednesday, November 29, 2023",Ashil Burdis,Others,243544029
Therapy 1,Therapy-921570,Compound 1,Category1,0029y00000g1LTPAA2,Indication 2,v78TR98995YRuh1IYE,Topic 1,Aspect 3,AL733809,Submitted,Face to Face,1293Q881236LqRYDI0,10,"Wednesday, November 29, 2023",Heindrick O'Bradane,Others,234878926
Therapy 1,Therapy-921585,Compound 2,Category1,0029y00001PQtJZAA1,Indication 1,v78TR98995YRv4DIYR,Topic 1,Aspect 1,AL733830,Submitted,Face to Face,1293Q881236LqRYDI0,13,"Wednesday, November 29, 2023",Frants Peller,TL,238767633
Therapy 1,Therapy-921586,Compound 2,Category1,0029y00001PQtJZAA1,Indication 1,v78TR98995YRv4DIYR,Topic 1,Aspect 1,AL733830,Submitted,Face to Face,1293Q881236LqRYDI0,26,"Wednesday, November 29, 2023",Thorin Gavin,TL,275205968
Therapy 1,Therapy-921592,Compound 2,Category1,0029y00000g1SxwAAE,Indication 1,v78TR98995YRv4DIYR,Topic 1,Aspect 3,AL733810,Submitted,Face to Face,1293Q881236LqRYDI0,26,"Thursday, November 30, 2023",Rancell Shimoni,Others,275588172
Therapy 1,Therapy-921593,Compound 2,Category1,0029y00000g1SxwAAE,Indication 1,v78TR98995YRvRRIYR,Topic 1,Aspect 3,AL733810,Submitted,Face to Face,1293Q88123708K2DII,12,"Thursday, November 30, 2023",Romola Cottham,Others,290551036
Therapy 1,Therapy-921615,Compound 2,Category1,0029y00001PQtRiAAL,Indication 1,v78TR98995YRv3yIYE,Topic 1,Aspect 1,AL733845,Submitted,Face to Face,1293Q88123708K2DII,3,"Friday, December 1, 2023",Emlyn Baseggio,TL,223390864
Therapy 1,Therapy-921638,Compound 1,Category1,0029y00002F8VxmAAF,Indication 2,v78TR98995YRvRvIYJ,Topic 1,Aspect 1,AL733796,Submitted,Face to Face,1293Q88123708K2DII,27,"Monday, December 4, 2023",Ynez Keirle,TL,226191445
Therapy 1,Therapy-921633,Compound 2,Category1,0029y00000g1XOXAA2,Indication 1,v78TR98995YRvGiIYJ,Topic 1,Aspect 3,AL733797,Submitted,Face to Face,1293Q881236LqRYDI0,28,"Monday, December 4, 2023",Patty Rippin,Others,286302039
Therapy 1,Therapy-921662,Compound 1,Category1,0029y00000m5DTHAA2,Indication 2,v78TR98995YRvGwIYJ,Topic 1,Aspect 3,AL733794,Submitted,Face to Face,1293Q881236LqRYDI0,29,"Tuesday, December 5, 2023",Kathe Emes,Others,294651497
Therapy 1,Therapy-921685,Compound 2,Category1,0029y00001CSWYEAA5,Indication 1,v78TR98995YRueLIYR,Topic 1,Aspect 3,AL732348,Submitted,Face to Face,1293Q881236LqLDIA0,3,"Thursday, December 7, 2023",Barbra Pluvier,Others,272156578
Therapy 1,Therapy-921710,Compound 1,Category1,0029y00000g1XstAAE,Indication 2,v78TR98995YRumSIYR,Topic 1,Aspect 1,AL734165,Submitted,Face to Face,1293Q8812373uiPDIQ,14,"Friday, December 8, 2023",Florri Corden,TL,278518973
Therapy 1,Therapy-921712,Compound 2,Category1,0029y00000g1T6nAAE,Indication 1,v78TR98995YRv5kIYE,Topic 1,Aspect 1,AL734139,Submitted,Telephone,1293Q8812373uiFDIQ,29,"Friday, December 8, 2023",Kevyn Bellefant,Others,267553420
Therapy 1,Therapy-927318,Compound 2,Category1,0029y00000g1MKlAAM,Indication 2,v78TR98995YRvY1IYJ,Topic 1,Aspect 3,AL734140,Submitted,Telephone,1293Q8812373uiFDIQ,24,"Thursday, May 2, 2024",Basilio Campana,Others,261553566
Therapy 1,Therapy-927320,Compound 2,Category1,0029y00000g1MKlAAM,Indication 1,v78TR98995YRvjUIYR,Topic 1,Aspect 3,AL734141,Submitted,Telephone,1293Q8812373uiFDIQ,16,"Thursday, May 2, 2024",Justis Snasdell,Others,263063559
Therapy 2,Therapy-921809,Compound 3,Category4,0029y00000g1ZdeAAE,Indication 3,v78TR98995YRvtWIYR,Topic 2,Aspect 4,AL734552,Submitted,Face to Face,1293Q881236LqelDIC,24,"Wednesday, January 3, 2024",Nichol Rosedale,Others,289873536
Therapy 2,Therapy-921812,Compound 4,Category4,0029y00000g1ZdeAAE,Indication 4,v78TR98995YRv1TIYR,Topic 3,Aspect 4,AL734552,Submitted,Face to Face,1293Q881236LqLDIA0,1,"Wednesday, January 3, 2024",Bud Bultitude,Others,230157234
Therapy 2,Therapy-921833,Compound 3,Category4,0029y00000YRnYGAA1,Indication 3,v78TR98995YRui9IYE,Topic 2,Aspect 4,AL734049,Submitted,VC,1293Q881236LqikDIC,16,"Thursday, January 4, 2024",Morrie Caltun,Others,305760338
Therapy 2,Therapy-9244102,Compound 3,Category4,0029y00001PQtM3AAL,Indication 3,v78TR98995YRv0GIYR,Topic 4,Aspect 4,AL735033,Submitted,Digital,1293Q881236LqRTDI0,29,"Wednesday, January 24, 2024",Florencia Kreber,TL,298566023
Therapy 2,Therapy-9244017,Compound 4,Category4,0029y00000g1Ue7AAE,Indication 4,v78TR98995YRvYQIYR,Topic 4,Aspect 4,AL734765,Submitted,Face to Face,1293Q881236LqRjDIK,18,"Wednesday, January 17, 2024",Dix Prantoni,TL,292649566
Therapy 2,Therapy-9244022,Compound 4,Category4,0029y00000g1MiNAAU,Indication 4,v78TR98995YRvYQIYR,Topic 4,Aspect 4,AL734765,Submitted,Face to Face,1293Q881236LqRjDIK,10,"Wednesday, January 17, 2024",Harland Odda,Others,304816908
Therapy 2,Therapy-9244144,Compound 3,Category4,0029y00001PQthbAAD,Indication 3,v78TR98995YRuroIYE,Topic 2,Aspect 4,AL735127,Submitted,VC,1293Q881236LqRYDI0,6,"Tuesday, January 30, 2024",Cass Biesinger,Others,256897915
Therapy 2,Therapy-9244163,Compound 3,Category4,0029y00000YRK3VAAX,Indication 3,v78TR98995YRuroIYE,Topic 3,Aspect 4,AL734969,Submitted,Telephone,1293Q881236LqRYDI0,29,"Wednesday, January 31, 2024",Chelsy Ramshaw,,299508236
Therapy 2,Therapy-9244269,Compound 4,Category4,0029y00001PQtunAAD,Indication 4,v78TR98995YRuroIYE,Topic 4,Aspect 4,AL735339,Submitted,Face to Face,1293Q881236LqRYDI0,3,"Monday, February 5, 2024",Zola Otter,TL,238922798
Therapy 2,Therapy-9244281,Compound 3,Category4,0029y00000g1NjJAAU,Indication 3,v78TR98995YRv7RIYR,Topic 3,Aspect 4,AL735369,Submitted,Face to Face,1293Q881236LqRYDI0,27,"Tuesday, February 6, 2024",Mira Mabee,TL,272654454
Therapy 2,Therapy-9244336,Compound 3,Category4,0029y00000g1QWJAA2,Indication 3,v78TR98995YRv7RIYR,Topic 3,Aspect 4,AL735484,Submitted,Digital,1293Q881236LqRYDI0,27,"Wednesday, February 7, 2024",Clyde Hyne,TL,285142573
Therapy 2,Therapy-9244346,Compound 4,Category4,0029y00000g1PlfAAE,Indication 4,v78TR98995YRvE9IYJ,Topic 2,Aspect 4,AL735501,Submitted,Face to Face,1293Q881236LqcJDIS,18,"Thursday, February 8, 2024",Leone Backshell,TL,306571785
Therapy 2,Therapy-9244358,Compound 3,Category4,0029y00000YSBbBAAX,Indication 3,v78TR98995YRvEnIYJ,Topic 2,Aspect 4,AL735502,Submitted,Face to Face,1293Q881236LqcJDIS,22,"Thursday, February 8, 2024",Linnell Bratchell,Others,244139637
Therapy 2,Therapy-9244360,Compound 3,Category4,0029y00000YSBbBAAX,Indication 3,v78TR98995YRvR7IYJ,Topic 2,Aspect 4,AL735502,Submitted,Face to Face,1293Q88123708K2DII,16,"Thursday, February 8, 2024",Duffie Ferran,Others,301781964
Therapy 2,Therapy-9244778,Compound 3,Category4,0029y00000YS4ecAAD,Indication 3,v78TR98995YRvIRIYR,Topic 3,Aspect 4,AL736002,Submitted,Telephone,1293Q881236LqRGDI0,18,"Monday, February 26, 2024",Lionello Tout,Others,268007661
Therapy 2,Therapy-9244795,Compound 4,Category4,0029y00000YQ1fRAAT,Indication 4,v78TR98995YRv0LIYR,Topic 3,Aspect 4,AL736094,Submitted,Face to Face,1293Q881236LqLDIA0,7,"Monday, February 26, 2024",Hollis Ravillas,,297722834
Therapy 2,Therapy-9244797,Compound 3,Category4,0029y00000g1OXwAAM,Indication 3,v78TR98995YRvEyIYJ,Topic 3,Aspect 4,AL735817,Submitted,Telephone,1293Q881236LqRjDIK,2,"Tuesday, February 27, 2024",Edith Penvarne,Others,267796004
Therapy 2,Therapy-9244411,Compound 3,Category4,0029y00001CIESfAAP,Indication 3,v78TR98995YRvOsIYJ,Topic 2,Aspect 4,AL735542,Submitted,Face to Face,1293Q8812373uiPDIQ,29,"Monday, February 12, 2024",Othilia Calcutt,,267872072
Therapy 2,Therapy-9244425,Compound 4,Category4,0029y00000g1VXoAAM,Indication 4,v78TR98995YRvgEIYR,Topic 2,Aspect 4,AL735560,Submitted,Face to Face,1293Q881236LqRjDIK,7,"Monday, February 12, 2024",Yvette Fruish,Others,280075803
Therapy 2,Therapy-9244814,Compound 3,Category4,0029y00000YRZ1QAAX,Indication 3,v78TR98995YRvgEIYR,Topic 2,Aspect 4,AL736160,Submitted,Face to Face,1293Q881236LqRjDIK,7,"Tuesday, February 27, 2024",Brier Ledson,,234714057
Therapy 2,Therapy-9244821,Compound 3,Category4,0029y00000YRZ1QAAX,Indication 3,v78TR98995YRukFIYR,Topic 4,Aspect 4,AL736160,Submitted,Face to Face,1293Q881236LqRJDI0,10,"Tuesday, February 27, 2024",Franklyn Keavy,,233181124
Therapy 2,Therapy-9244817,Compound 3,Category4,0029y00000YRZ1QAAX,Indication 3,v78TR98995YRtw3IYE,Topic 4,Aspect 4,AL736160,Submitted,Face to Face,1293Q8812373uiFDIQ,28,"Tuesday, February 27, 2024",Conant Coster,,296439395
Therapy 2,Therapy-9244833,Compound 3,Category4,0029y00000w4dbOAAQ,Indication 3,v78TR98995YRvjeIYE,Topic 2,Aspect 4,AL736177,Submitted,Telephone,1293Q8812373uiFDIQ,21,"Wednesday, February 28, 2024",Fairlie Itzcak,Others,284099629
Therapy 2,Therapy-9244448,Compound 3,Category4,0029y00001CSWctAAH,Indication 3,v78TR98995YRvmjIYE,Topic 4,Aspect 4,AL734684,Submitted,VC,1293Q881236LqelDIC,7,"Wednesday, February 14, 2024",Franciskus Advani,Others,285211663
Therapy 2,Therapy-9244450,Compound 3,Category4,0029y00001CSWctAAH,Indication 3,v78TR98995YRvoqIYE,Topic 3,Aspect 4,AL734684,Submitted,VC,1293Q881236LqelDIC,21,"Wednesday, February 14, 2024",Arden Wholesworth,Others,284283081
Therapy 2,Therapy-9244453,Compound 3,Category4,0029y00001CSWctAAH,Indication 3,v78TR98995YRvoqIYE,Topic 3,Aspect 4,AL734684,Submitted,VC,1293Q881236LqelDIC,10,"Wednesday, February 14, 2024",Cameron Fludgate,Others,300314915
Therapy 2,Therapy-9244470,Compound 3,Category4,0029y00001PQtobAAD,Indication 4,v78TR98995YRvEKIYR,Topic 4,Aspect 4,AL735696,Submitted,Face to Face,1293Q881236LqelDIC,2,"Thursday, February 15, 2024",Darrin Wedmore,Others,301346625
Therapy 2,Therapy-9244473,Compound 3,Category4,0029y00000YQfBpAAL,Indication 3,v78TR98995YRvEKIYR,Topic 2,Aspect 4,AL735700,Submitted,Face to Face,1293Q881236LqelDIC,11,"Thursday, February 15, 2024",William Thurbon,,294163173
Therapy 2,Therapy-9244458,Compound 4,Category4,0029y00000YREorAAH,Indication 4,v78TR98995YRvssIYE,Topic 2,Aspect 4,AL735494,Submitted,Face to Face,1293Q881236LqRjDIK,21,"Wednesday, February 14, 2024",Ivan Obbard,Others,251670842
Therapy 2,Therapy-9244462,Compound 3,Category4,0029y00001PQtobAAD,Indication 3,v78TR98995YRvuRIYE,Topic 3,Aspect 4,AL735696,Submitted,Face to Face,1293Q881236LqcJDIS,11,"Thursday, February 15, 2024",Timothea Weld,Others,269054716
Therapy 2,Therapy-9244463,Compound 3,Category4,0029y00001PQtobAAD,Indication 3,v78TR98995YRvVHIYR,Topic 4,Aspect 4,AL735696,Submitted,Face to Face,1293Q881236LqRJDI0,20,"Thursday, February 15, 2024",Evangelia Ivashinnikov,Others,250123353
Therapy 2,Therapy-9244508,Compound 4,Category4,0029y00001PQthtAAD,Indication 4,v78TR98995YRwFqIYJ,Topic 2,Aspect 4,AL735759,Submitted,Face to Face,889QC45452M3RlrIAF,12,"Friday, February 16, 2024",Ruperta Commin,Others,292308877
Therapy 2,Therapy-9244515,Compound 3,Category4,0029y00000g1NjJAAU,Indication 3,v78TR98995YRwLsIYJ,Topic 3,Aspect 4,AL735762,Submitted,Face to Face,1293Q881236LqelDIC,18,"Friday, February 16, 2024",Keelby Licciardo,TL,230739260
Therapy 2,Therapy-9244519,Compound 3,Category4,0029y00000YQta5AAD,Indication 3,v78TR98995YRwM2IYJ,Topic 3,Aspect 4,AL735763,Submitted,Face to Face,1293Q881236LqelDIC,13,"Friday, February 16, 2024",Mair Leng,,256821489
Therapy 2,Therapy-9244927,Compound 3,Category4,0029y00000g1Yk3AAE,Indication 3,v78TR98995YRwM7IYJ,Topic 4,Aspect 4,AL736415,Submitted,Face to Face,1293Q881236LqelDIC,5,"Tuesday, March 5, 2024",Dulsea Merrywether,Others,279394442
Therapy 2,Therapy-9244943,Compound 3,Category4,0029y00000g1NUGAA2,Indication 3,v78TR98995YRwEEIYJ,Topic 2,Aspect 4,AL736465,Submitted,Telephone,1293Q881236UtQ9DIK,10,"Wednesday, March 6, 2024",Ingrim Irlam,TL,292957556
Therapy 2,Therapy-9244599,Compound 3,Category4,0029y00000YQrZcAAL,Indication 3,v78TR98995YRwQFIYR,Topic 2,Aspect 4,AL735379,Submitted,Telephone,889QC45452M3RlrIAF,4,"Tuesday, February 20, 2024",Vittorio Bretherick,Others,307797877
Therapy 2,Therapy-92446145,Compound 3,Category4,0029y00000YQrZcAAL,Indication 3,v78TR98995YRwQGIYR,Topic 2,Aspect 4,AL735379,Submitted,Telephone,889QC45452M3RlrIAF,13,"Tuesday, February 20, 2024",Amberly Gayle,Others,239593224
Therapy 2,Therapy-9244978,Compound 3,Category4,0029y00000YPxUuAAL,Indication 3,v78TR98995YRwfKIYR,Topic 2,Aspect 4,AL736503,Submitted,Telephone,889QC45452M3RlrIAF,8,"Thursday, March 7, 2024",Harwell Smalley,,254138939
Therapy 2,Therapy-925095,Compound 3,Category4,0029y000011OyqSAAS,Indication 3,v78TR98995YRwfEIYR,Topic 2,Aspect 4,AL736482,Submitted,Telephone,889QC45452M3RlrIAF,12,"Wednesday, March 13, 2024",Meir Jolliman,Others,257522551
Therapy 2,Therapy-925092,Compound 3,Category4,0029y000011OyqSAAS,Indication 3,v78TR98995YRwfUIYR,Topic 3,Aspect 4,AL736482,Submitted,Telephone,1293Q881236LqcJDIS,11,"Wednesday, March 13, 2024",Gayla Hrinchishin,Others,223626610
Therapy 2,Therapy-925093,Compound 3,Category4,0029y000011OyqSAAS,Indication 3,v78TR98995YRwfRIYR,Topic 3,Aspect 4,AL736482,Submitted,Telephone,889QC45452M3RlrIAF,13,"Wednesday, March 13, 2024",Silas Cottem,Others,296562882
Therapy 2,Therapy-925120,Compound 3,Category4,0029y00000g1YGQAA2,Indication 3,v78TR98995YRwiMIYR,Topic 4,Aspect 4,AL736767,Submitted,Face to Face,889QC45452M3RlrIAF,1,"Thursday, March 14, 2024",Bertina Almey,Others,276166063
Therapy 2,Therapy-925129,Compound 3,Category4,0029y00000g1DWMAA2,Indication 3,v78TR98995YRwiXIYR,Topic 3,Aspect 4,AL736645,Submitted,Telephone,889QC45452M3RlrIAF,11,"Friday, March 15, 2024",Willy Marshland,Others,224204171
Therapy 2,Therapy-925160,Compound 3,Category4,0029y00001PQuNnAAL,Indication 3,v78TR98995YRwlnIYE,Topic 2,Aspect 4,AL736850,Submitted,VC,1293Q881236LqRGDI0,10,"Tuesday, March 19, 2024",Jarred Lachaize,Others,269160712
Therapy 2,Therapy-925695,Compound 3,Category4,0029y00001CSWfLAAX,Indication 3,v78TR98995YRwntIYE,Topic 2,Aspect 4,AL737715,Submitted,Telephone,1293Q8812373uiPDIQ,18,"Thursday, April 4, 2024",Frayda Sisse,,225829893
Therapy 2,Therapy-925705,Compound 3,Category4,0029y00000YQ3bNAAT,Indication 3,v78TR98995YRwqjIYE,Topic 2,Aspect 4,AL737725,Submitted,Telephone,1293Q8812373uiPDIQ,24,"Thursday, April 4, 2024",Irita Lougheid,Others,288605526
Therapy 2,Therapy-925706,Compound 3,Category4,0029y00000YQ3bNAAT,Indication 3,v78TR98995YRwrSIYR,Topic 2,Aspect 4,AL737725,Submitted,Telephone,1293Q881236LqcJDIS,28,"Thursday, April 4, 2024",Andrei Holdren,Others,258764634
